Date,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Coun to fHandovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h),,,,,
31-Mar-22,SWAS,Derriford Hospital,56,100.00%,44,78.57%,36,64.29%,28,50.00%,25,44.64%,159.69,149.73,134.03,"1,160.12",184.78,577.68,172.46,2.85,,,,,
01-Apr-22,SWAS,Derriford Hospital,72,100.00%,56,77.78%,42,58.33%,32,44.44%,26,36.11%,190.05,177.92,159.3,"1,397.57",171.3,419.07,205.56,2.64,,,,,
02-Apr-22,SWAS,Derriford Hospital,61,100.00%,50,81.97%,40,65.57%,30,49.18%,29,47.54%,194.97,183.56,166.94,863.13,204.62,588.08,208.03,3.2,,,,,
03-Apr-22,SWAS,Derriford Hospital,68,100.00%,56,82.35%,46,67.65%,36,52.94%,35,51.47%,210.8,198.05,178.88,913.53,199.6,462.78,226.22,3.1,,,,,
04-Apr-22,SWAS,Derriford Hospital,65,100.00%,53,81.54%,39,60.00%,36,55.38%,33,50.77%,276.15,265.06,246.45,998.43,268.86,677.8,291.27,4.25,,,,,
05-Apr-22,SWAS,Derriford Hospital,72,100.00%,58,80.56%,54,75.00%,40,55.56%,36,50.00%,285.85,271.84,248.75,"1,144.05",251.78,593.52,302.14,3.97,,,,,
06-Apr-22,SWAS,Derriford Hospital,65,100.00%,54,83.08%,50,76.92%,38,58.46%,35,53.85%,357.21,344.12,322.65,"1,413.02",343.34,952.1,371.96,5.5,,,,,
07-Apr-22,SWAS,Derriford Hospital,55,100.00%,46,83.64%,42,76.36%,36,65.45%,32,58.18%,319.22,308.14,289.4,"1,128.08",361.42,857.9,331.3,5.8,,,,,
08-Apr-22,SWAS,Derriford Hospital,78,100.00%,65,83.33%,52,66.67%,40,51.28%,34,43.59%,234.21,219.59,196.04,837.02,193.61,618.38,251.69,3,,,,,
09-Apr-22,SWAS,Derriford Hospital,65,100.00%,54,83.08%,48,73.85%,39,60.00%,37,56.92%,242.42,229.71,208.19,838.25,237.34,584.9,257.11,3.73,,,,,
10-Apr-22,SWAS,Derriford Hospital,61,100.00%,45,73.77%,34,55.74%,25,40.98%,22,36.07%,158.9,149.29,134.57,"1,026.98",169.21,487.43,172.03,2.6,,,,,
11-Apr-22,SWAS,Derriford Hospital,62,100.00%,44,70.97%,38,61.29%,35,56.45%,32,51.61%,272.68,262.23,243.72,"1,389.83",276.69,693.53,285.92,4.4,,,,,
12-Apr-22,SWAS,Derriford Hospital,64,100.00%,58,90.63%,54,84.38%,46,71.88%,40,62.50%,330.51,316.56,290.26,"1,290.57",324.13,815.3,345.74,5.16,,,,,
13-Apr-22,SWAS,Derriford Hospital,63,100.00%,48,76.19%,44,69.84%,37,58.73%,31,49.21%,235.62,224,204.15,906.28,237.35,520.07,249.22,3.74,,,,,
14-Apr-22,SWAS,Derriford Hospital,65,100.00%,57,87.69%,50,76.92%,35,53.85%,30,46.15%,145.86,132.62,112.19,"1,216.83",148.68,356.92,161.07,2.24,,,,,
15-Apr-22,SWAS,Derriford Hospital,87,100.00%,66,75.86%,57,65.52%,47,54.02%,35,40.23%,104.79,89.69,64.8,443.4,85.13,190.98,123.44,1.2,,,,,
16-Apr-22,SWAS,Derriford Hospital,93,100.00%,65,69.89%,51,54.84%,22,23.66%,11,11.83%,49.35,35.2,17.91,236.92,44.58,101.45,69.11,0.53,,,,,
17-Apr-22,SWAS,Derriford Hospital,86,100.00%,56,65.12%,46,53.49%,31,36.05%,23,26.74%,73.23,60.65,41.46,258.97,63.82,195.23,91.47,0.85,,,,,
18-Apr-22,SWAS,Derriford Hospital,87,100.00%,65,74.71%,52,59.77%,34,39.08%,27,31.03%,86.54,72.09,51.09,336.12,72.69,184.43,105.4,0.99,,,,,
19-Apr-22,SWAS,Derriford Hospital,81,100.00%,53,65.43%,37,45.68%,22,27.16%,18,22.22%,139.89,128.65,113.63,625.78,116.08,452.25,156.71,1.73,,,,,
20-Apr-22,SWAS,Derriford Hospital,65,100.00%,54,83.08%,46,70.77%,40,61.54%,36,55.38%,167.87,155.28,133.27,571.65,168.7,351.08,182.75,2.58,,,,,
21-Apr-22,SWAS,Derriford Hospital,68,100.00%,59,86.76%,45,66.18%,30,44.12%,25,36.76%,92.83,79.85,60.99,368.9,96.06,284.78,108.87,1.37,,,,,
22-Apr-22,SWAS,Derriford Hospital,89,100.00%,65,73.03%,49,55.06%,30,33.71%,18,20.22%,63,48.79,30.19,240.88,55.75,142.75,82.7,0.71,,,,,
23-Apr-22,SWAS,Derriford Hospital,82,100.00%,56,68.29%,37,45.12%,16,19.51%,9,10.98%,33.61,22.7,10.07,174.25,37.15,91.83,50.78,0.41,,,,,
24-Apr-22,SWAS,Derriford Hospital,88,100.00%,75,85.23%,63,71.59%,41,46.59%,35,39.77%,151.47,134.15,108.63,433.35,117,312.83,171.6,1.72,,,,,
25-Apr-22,SWAS,Derriford Hospital,85,100.00%,65,76.47%,51,60.00%,36,42.35%,32,37.65%,177.33,163.17,142.75,985.57,138.55,308.45,196.28,2.09,,,,,
26-Apr-22,SWAS,Derriford Hospital,68,100.00%,59,86.76%,52,76.47%,45,66.18%,37,54.41%,218.21,204.29,180.37,852.57,206.39,512,233.91,3.21,,,,,
27-Apr-22,SWAS,Derriford Hospital,72,100.00%,61,84.72%,51,70.83%,44,61.11%,39,54.17%,361.71,347.81,324.82,"1,393.38",314.75,594.68,377.7,5.02,,,,,
28-Apr-22,SWAS,Derriford Hospital,63,100.00%,50,79.37%,44,69.84%,35,55.56%,32,50.79%,254.81,243.08,223.91,"1,068.52",255.8,762.73,268.59,4.04,,,,,
29-Apr-22,SWAS,Derriford Hospital,79,100.00%,64,81.01%,54,68.35%,42,53.16%,27,34.18%,132.26,117.49,93.14,579.75,113.84,348.65,149.89,1.67,,,,,
30-Apr-22,SWAS,Derriford Hospital,86,100.00%,69,80.23%,57,66.28%,41,47.67%,36,41.86%,165.07,149.15,125.45,493.3,128.56,346.68,184.27,1.92,,,,,
01-May-22,SWAS,Derriford Hospital,77,100.00%,55,71.43%,40,51.95%,30,38.96%,25,32.47%,88.99,77.12,60.4,447.47,81.95,214.82,105.17,1.16,,,,,
02-May-22,SWAS,Derriford Hospital,89,100.00%,80,89.89%,68,76.40%,54,60.67%,39,43.82%,172.68,154.14,124.47,486.3,130.85,377.98,194.09,1.94,,,,,
03-May-22,SWAS,Derriford Hospital,78,100.00%,65,83.33%,56,71.79%,49,62.82%,45,57.69%,283.43,268.43,242.3,999.37,231.4,564.25,300.81,3.63,,,,,
04-May-22,SWAS,Derriford Hospital,58,100.00%,48,82.76%,44,75.86%,33,56.90%,26,44.83%,268,256.56,237.34,"1,397.85",290.41,898.63,280.73,4.62,,,,,
05-May-22,SWAS,Derriford Hospital,70,100.00%,53,75.71%,48,68.57%,39,55.71%,30,42.86%,399.89,387.32,364.77,"1,360.53",355.5,841.9,414.75,5.71,,,,,
06-May-22,SWAS,Derriford Hospital,77,100.00%,54,70.13%,42,54.55%,35,45.45%,31,40.26%,233.75,221.99,202.62,"1,068.35",193.92,436.3,248.87,3.04,,,,,
07-May-22,SWAS,Derriford Hospital,76,100.00%,56,73.68%,46,60.53%,36,47.37%,31,40.79%,166.52,154.16,133.45,796.05,144.17,266.78,182.62,2.19,,,,,
08-May-22,SWAS,Derriford Hospital,64,100.00%,53,82.81%,45,70.31%,29,45.31%,23,35.94%,97.61,85.14,67.38,597.95,105.19,275.25,112.2,1.53,,,,,
09-May-22,SWAS,Derriford Hospital,81,100.00%,59,72.84%,53,65.43%,43,53.09%,36,44.44%,200.69,186.74,163.03,938.47,160.86,374.28,217.16,2.48,,,,,
10-May-22,SWAS,Derriford Hospital,86,100.00%,69,80.23%,54,62.79%,38,44.19%,36,41.86%,177.84,162.52,139.83,766.7,137.23,374.92,196.7,2.07,,,,,
11-May-22,SWAS,Derriford Hospital,80,100.00%,67,83.75%,59,73.75%,47,58.75%,44,55.00%,220.4,204.91,178.15,699.85,178.9,448.97,238.54,2.76,,,,,
12-May-22,SWAS,Derriford Hospital,88,100.00%,81,92.05%,62,70.45%,38,43.18%,34,38.64%,240.61,223,199.09,"1,258.37",178.62,605.07,261.97,2.73,,,,,
13-May-22,SWAS,Derriford Hospital,79,100.00%,65,82.28%,57,72.15%,47,59.49%,42,53.16%,330.01,314.95,289.49,"1,286.48",263.85,598.95,347.41,4.18,,,,,
14-May-22,SWAS,Derriford Hospital,66,100.00%,52,78.79%,40,60.61%,33,50.00%,30,45.45%,187.05,175.8,157.52,952.68,183.08,540.98,201.39,2.83,,,,,
15-May-22,SWAS,Derriford Hospital,85,100.00%,63,74.12%,55,64.71%,48,56.47%,43,50.59%,245.57,230.81,205.34,887.48,185.99,466.95,263.49,2.89,,,,,
16-May-22,SWAS,Derriford Hospital,86,100.00%,69,80.23%,58,67.44%,50,58.14%,43,50.00%,391.44,375.55,348.99,"1,332.95",286.53,940.1,410.69,4.55,,,,,
17-May-22,SWAS,Derriford Hospital,76,100.00%,57,75.00%,50,65.79%,43,56.58%,38,50.00%,224.92,211.62,189.04,823.78,190.29,506.3,241.04,2.96,,,,,
18-May-22,SWAS,Derriford Hospital,82,100.00%,66,80.49%,49,59.76%,37,45.12%,28,34.15%,93,78.56,57.44,437.13,81.41,216.48,111.26,1.13,,,,,
19-May-22,SWAS,Derriford Hospital,96,100.00%,76,79.17%,65,67.71%,42,43.75%,37,38.54%,218.59,201.33,174.82,828.97,149.97,411.8,239.95,2.28,,,,,
20-May-22,SWAS,Derriford Hospital,69,100.00%,52,75.36%,48,69.57%,42,60.87%,38,55.07%,155.91,143.39,120.59,503.78,147.98,401.65,170.17,2.26,,,,,
21-May-22,SWAS,Derriford Hospital,92,100.00%,61,66.30%,31,33.70%,12,13.04%,8,8.70%,29.6,18.55,9.41,150.77,31.82,72.88,48.79,0.32,,,,,
22-May-22,SWAS,Derriford Hospital,75,100.00%,54,72.00%,38,50.67%,28,37.33%,21,28.00%,103.45,92.67,77.23,656.33,95.66,276.1,119.58,1.38,,,,,
23-May-22,SWAS,Derriford Hospital,72,100.00%,56,77.78%,47,65.28%,37,51.39%,36,50.00%,298.68,286.01,265.53,"1,346.27",261.93,848.47,314.32,4.15,,,,,
24-May-22,SWAS,Derriford Hospital,75,100.00%,66,88.00%,53,70.67%,41,54.67%,36,48.00%,284.11,269.13,245.75,"1,348.93",241.29,797.43,301.62,3.79,,,,,
25-May-22,SWAS,Derriford Hospital,76,100.00%,60,78.95%,48,63.16%,39,51.32%,34,44.74%,278.79,265.01,242.93,"1,282.45",232.61,502.72,294.64,3.67,,,,,
26-May-22,SWAS,Derriford Hospital,68,100.00%,56,82.35%,51,75.00%,41,60.29%,38,55.88%,281.78,268.59,246.38,"1,003.63",262.23,834.58,297.19,4.14,,,,,
27-May-22,SWAS,Derriford Hospital,85,100.00%,72,84.71%,63,74.12%,52,61.18%,45,52.94%,215.29,198.44,170.02,628.62,165.81,377.62,234.9,2.53,,,,,
28-May-22,SWAS,Derriford Hospital,83,100.00%,70,84.34%,60,72.29%,48,57.83%,38,45.78%,153.05,137.22,111.06,989,124.25,266.68,171.87,1.84,,,,,
29-May-22,SWAS,Derriford Hospital,60,100.00%,49,81.67%,37,61.67%,32,53.33%,31,51.67%,250.37,239.62,222.73,"1,398.07",263.66,623.6,263.66,4.17,,,,,
30-May-22,SWAS,Derriford Hospital,69,100.00%,57,82.61%,53,76.81%,46,66.67%,40,57.97%,290.16,276.31,251.5,"1,251.78",266.14,761.73,306.06,4.21,,,,,
31-May-22,SWAS,Derriford Hospital,69,100.00%,56,81.16%,42,60.87%,35,50.72%,30,43.48%,197.58,185.74,166.98,891.62,185.3,556.62,213.1,2.86,,,,,
01-Jun-22,SWAS,Derriford Hospital,77,100.00%,63,81.82%,55,71.43%,43,55.84%,31,40.26%,180.17,165.22,140.73,"1,166.47",153.98,365.82,197.61,2.34,,,,,
02-Jun-22,SWAS,Derriford Hospital,68,100.00%,56,82.35%,49,72.06%,37,54.41%,33,48.53%,223.67,210.38,189.01,854.82,210.66,492.33,238.75,3.29,,,,,
03-Jun-22,SWAS,Derriford Hospital,88,100.00%,75,85.23%,69,78.41%,53,60.23%,46,52.27%,230.72,212.94,183.12,684.58,171.16,360.33,251.04,2.62,,,,,
04-Jun-22,SWAS,Derriford Hospital,79,100.00%,68,86.08%,57,72.15%,44,55.70%,39,49.37%,240.1,224.65,199.8,970.07,196.01,431.5,258.08,3.04,,,,,
05-Jun-22,SWAS,Derriford Hospital,73,100.00%,63,86.30%,58,79.45%,50,68.49%,48,65.75%,401.86,386.64,359.54,"1,294.52",343.85,699.38,418.36,5.5,,,,,
06-Jun-22,SWAS,Derriford Hospital,74,100.00%,63,85.14%,56,75.68%,47,63.51%,43,58.11%,351.38,336.43,311.07,"1,193.65",298.77,711.47,368.49,4.75,,,,,
07-Jun-22,SWAS,Derriford Hospital,83,100.00%,71,85.54%,61,73.49%,52,62.65%,43,51.81%,398.14,382.3,354.37,"1,144.55",302.11,801.22,417.92,4.8,,,,,
08-Jun-22,SWAS,Derriford Hospital,52,100.00%,40,76.92%,32,61.54%,26,50.00%,25,48.08%,164.13,155.17,141.06,720.45,202.6,577.27,175.58,3.16,,,,,
09-Jun-22,SWAS,Derriford Hospital,79,100.00%,64,81.01%,52,65.82%,38,48.10%,36,45.57%,269.06,254.6,233.11,"1,244.08",217.59,448.42,286.49,3.41,,,,,
10-Jun-22,SWAS,Derriford Hospital,66,100.00%,43,65.15%,36,54.55%,30,45.45%,28,42.42%,189.88,180.08,163.72,"1,055.45",184.21,356.73,202.64,2.88,,,,,
11-Jun-22,SWAS,Derriford Hospital,62,100.00%,55,88.71%,51,82.26%,38,61.29%,32,51.61%,257.53,244.26,223.14,"1,165.08",263.6,677.67,272.39,4.15,,,,,
12-Jun-22,SWAS,Derriford Hospital,72,100.00%,59,81.94%,51,70.83%,41,56.94%,32,44.44%,265.64,251.62,228.88,"1,096.45",234.11,496.28,280.94,3.69,,,,,
13-Jun-22,SWAS,Derriford Hospital,60,100.00%,50,83.33%,43,71.67%,33,55.00%,32,53.33%,295.58,284.23,265.91,"1,286.73",308.83,824.97,308.83,4.93,,,,,
14-Jun-22,SWAS,Derriford Hospital,75,100.00%,54,72.00%,48,64.00%,39,52.00%,36,48.00%,175.15,162.49,141.59,829.05,152.61,347.85,190.76,2.34,,,,,
15-Jun-22,SWAS,Derriford Hospital,77,100.00%,68,88.31%,62,80.52%,43,55.84%,34,44.16%,201.18,185.1,159.88,690.55,170.6,419.9,218.94,2.61,,,,,
16-Jun-22,SWAS,Derriford Hospital,80,100.00%,64,80.00%,58,72.50%,49,61.25%,43,53.75%,270.22,254.86,228.47,"1,052.82",216.01,428.73,288.02,3.38,,,,,
17-Jun-22,SWAS,Derriford Hospital,70,100.00%,61,87.14%,55,78.57%,42,60.00%,33,47.14%,176.59,162.35,138.48,594.77,165.28,434.53,192.83,2.52,,,,,
18-Jun-22,SWAS,Derriford Hospital,63,100.00%,56,88.89%,45,71.43%,38,60.32%,31,49.21%,176.53,164.16,143.72,715.48,181.98,452.42,191.08,2.8,,,,,
19-Jun-22,SWAS,Derriford Hospital,68,100.00%,50,73.53%,38,55.88%,22,32.35%,19,27.94%,63.78,52.68,38.3,436.28,69.14,137.2,78.35,0.94,,,,,
20-Jun-22,SWAS,Derriford Hospital,73,100.00%,56,76.71%,49,67.12%,40,54.79%,32,43.84%,178.36,165.15,142.97,927.35,160.11,462.05,194.79,2.44,,,,,
21-Jun-22,SWAS,Derriford Hospital,77,100.00%,71,92.21%,65,84.42%,54,70.13%,49,63.64%,236.24,219.02,189.42,510.82,198.47,460.78,254.71,3.07,,,,,
22-Jun-22,SWAS,Derriford Hospital,74,100.00%,65,87.84%,59,79.73%,46,62.16%,42,56.76%,241.15,225.85,199.76,"1,074.02",209.5,448.27,258.39,3.26,,,,,
23-Jun-22,SWAS,Derriford Hospital,78,100.00%,69,88.46%,58,74.36%,52,66.67%,46,58.97%,457.5,441.67,414.58,"1,141.18",365.99,861.93,475.79,5.87,,,,,
24-Jun-22,SWAS,Derriford Hospital,68,100.00%,53,77.94%,48,70.59%,42,61.76%,39,57.35%,284.97,272.45,249.77,"1,233.13",263.97,536.72,299.16,4.19,,,,,
25-Jun-22,SWAS,Derriford Hospital,56,100.00%,47,83.93%,43,76.79%,40,71.43%,36,64.29%,200.51,189.43,169.07,680.5,228.35,492.63,213.13,3.58,,,,,
26-Jun-22,SWAS,Derriford Hospital,57,100.00%,50,87.72%,43,75.44%,38,66.67%,32,56.14%,234.88,223.29,203.39,"1,353.25",261.18,683.37,248.12,4.12,,,,,
27-Jun-22,SWAS,Derriford Hospital,85,100.00%,69,81.18%,61,71.76%,51,60.00%,43,50.59%,424.11,407.69,380.39,"1,251.05",312.9,929.58,443.28,4.99,,,,,
28-Jun-22,SWAS,Derriford Hospital,67,100.00%,50,74.63%,48,71.64%,39,58.21%,33,49.25%,270.17,257.91,236.33,"1,374.85",254.13,544.65,283.78,4.03,,,,,
29-Jun-22,SWAS,Derriford Hospital,69,100.00%,55,79.71%,51,73.91%,48,69.57%,43,62.32%,328.73,315.73,291.47,"1,213.60",299.34,639.37,344.25,4.76,,,,,
30-Jun-22,SWAS,Derriford Hospital,74,100.00%,58,78.38%,49,66.22%,40,54.05%,34,45.95%,202.32,188.72,166.72,"1,292.12",176.87,279.58,218.14,2.73,,,,,
01-Jul-22,SWAS,Derriford Hospital,70,100.00%,52,74.29%,46,65.71%,38,54.29%,31,44.29%,331.97,319.66,298.92,"1,235.03",296.9,803.75,346.39,4.74,,,,,
02-Jul-22,SWAS,Derriford Hospital,52,100.00%,42,80.77%,40,76.92%,32,61.54%,30,57.69%,180.97,170.67,152.87,851.45,221.94,527.23,192.35,3.48,,,,,
03-Jul-22,SWAS,Derriford Hospital,61,100.00%,53,86.89%,44,72.13%,37,60.66%,33,54.10%,208.23,195.8,176.05,982.32,218.83,665.48,222.47,3.41,,,,,
04-Jul-22,SWAS,Derriford Hospital,67,100.00%,55,82.09%,46,68.66%,42,62.69%,40,59.70%,336.8,324.31,302.77,"1,127.78",314.99,707.67,351.74,5.03,,,,,
05-Jul-22,SWAS,Derriford Hospital,67,100.00%,51,76.12%,46,68.66%,42,62.69%,37,55.22%,315.55,303.4,281.18,"1,077.62",295.67,778.07,330.17,4.71,,,,,
06-Jul-22,SWAS,Derriford Hospital,67,100.00%,58,86.57%,54,80.60%,49,73.13%,43,64.18%,308.09,294.05,268.59,"1,049.17",289.63,685.9,323.42,4.6,,,,,
07-Jul-22,SWAS,Derriford Hospital,64,100.00%,58,90.63%,51,79.69%,43,67.19%,37,57.81%,212.35,198.69,175.42,"1,033.98",213.24,454.83,227.45,3.32,,,,,
08-Jul-22,SWAS,Derriford Hospital,70,100.00%,50,71.43%,43,61.43%,32,45.71%,29,41.43%,171.97,160.26,141.37,"1,187.53",159.68,407.47,186.29,2.46,,,,,
09-Jul-22,SWAS,Derriford Hospital,72,100.00%,57,79.17%,49,68.06%,36,50.00%,30,41.67%,123.22,110.06,89.96,894.33,116.17,282.7,139.4,1.71,,,,,
10-Jul-22,SWAS,Derriford Hospital,61,100.00%,50,81.97%,46,75.41%,34,55.74%,31,50.82%,195.06,182.99,163.5,772.97,205.54,572.92,208.96,3.2,,,,,
11-Jul-22,SWAS,Derriford Hospital,85,100.00%,67,78.82%,60,70.59%,47,55.29%,42,49.41%,401.27,385.45,359.76,"1,434.08",295.93,749.88,419.24,4.72,,,,,
12-Jul-22,SWAS,Derriford Hospital,51,100.00%,43,84.31%,38,74.51%,31,60.78%,29,56.86%,306.13,296.16,278.75,"1,381.33",373.62,964.32,317.58,6,,,,,
13-Jul-22,SWAS,Derriford Hospital,58,100.00%,48,82.76%,42,72.41%,37,63.79%,36,62.07%,334.53,323.47,303.79,"1,120.90",359.42,892.75,347.44,5.77,,,,,
14-Jul-22,SWAS,Derriford Hospital,73,100.00%,61,83.56%,55,75.34%,48,65.75%,43,58.90%,424.22,409.83,384.4,"1,309.00",362.1,990.77,440.56,5.81,,,,,
15-Jul-22,SWAS,Derriford Hospital,77,100.00%,65,84.42%,58,75.32%,51,66.23%,45,58.44%,384.03,368.69,341.44,"1,223.32",312.48,679.43,401.02,4.99,,,,,
16-Jul-22,SWAS,Derriford Hospital,59,100.00%,50,84.75%,43,72.88%,34,57.63%,33,55.93%,199.05,187.85,168.75,"1,032.53",216.1,568.4,212.5,3.37,,,,,
17-Jul-22,SWAS,Derriford Hospital,69,100.00%,58,84.06%,53,76.81%,45,65.22%,40,57.97%,270.28,256.41,231.61,934.08,248.41,633.85,285.67,3.92,,,,,
18-Jul-22,SWAS,Derriford Hospital,72,100.00%,56,77.78%,50,69.44%,46,63.89%,37,51.39%,267.06,253.74,229.89,"1,252.23",235.82,550.07,282.99,3.71,,,,,
19-Jul-22,SWAS,Derriford Hospital,71,100.00%,59,83.10%,55,77.46%,43,60.56%,41,57.75%,237.17,223.06,198.8,905.43,214.39,604.52,253.7,3.34,,,,,
20-Jul-22,SWAS,Derriford Hospital,64,100.00%,57,89.06%,46,71.88%,38,59.38%,33,51.56%,114.32,101.56,81.23,387.98,121.28,282.9,129.36,1.79,,,,,
21-Jul-22,SWAS,Derriford Hospital,70,100.00%,56,80.00%,47,67.14%,43,61.43%,36,51.43%,221.3,208.74,186.46,"1,124.38",203.15,489.42,237.01,3.16,,,,,
22-Jul-22,SWAS,Derriford Hospital,73,100.00%,58,79.45%,53,72.60%,44,60.27%,42,57.53%,275.68,261.95,238.13,875.47,239.94,550.65,291.93,3.78,,,,,
23-Jul-22,SWAS,Derriford Hospital,86,100.00%,69,80.23%,62,72.09%,50,58.14%,41,47.67%,342.65,326.47,298.95,"1,182.88",252.17,649.4,361.44,3.98,,,,,
24-Jul-22,SWAS,Derriford Hospital,85,100.00%,64,75.29%,54,63.53%,46,54.12%,38,44.71%,238.8,224,199.09,"1,316.47",181.55,411.03,257.2,2.81,,,,,
25-Jul-22,SWAS,Derriford Hospital,66,100.00%,57,86.36%,55,83.33%,46,69.70%,40,60.61%,362.87,348.91,322.76,"1,014.38",343.98,735.72,378.38,5.5,,,,,
26-Jul-22,SWAS,Derriford Hospital,66,100.00%,56,84.85%,48,72.73%,32,48.48%,26,39.39%,120.62,107.66,87.92,494.68,123.32,306.15,135.65,1.83,,,,,
27-Jul-22,SWAS,Derriford Hospital,83,100.00%,66,79.52%,47,56.63%,27,32.53%,22,26.51%,82.67,68.99,50.99,538.28,73.34,165.03,101.46,1,,,,,
28-Jul-22,SWAS,Derriford Hospital,63,100.00%,54,85.71%,34,53.97%,20,31.75%,11,17.46%,60.48,49.51,36.17,408.87,71.15,189.57,74.71,0.96,,,,,
29-Jul-22,SWAS,Derriford Hospital,69,100.00%,59,85.51%,51,73.91%,45,65.22%,38,55.07%,171.22,157.48,133.68,886.78,162.66,345.87,187.06,2.48,,,,,
30-Jul-22,SWAS,Derriford Hospital,64,100.00%,56,87.50%,44,68.75%,32,50.00%,24,37.50%,191.16,178.6,160.01,"1,031.95",193.19,715.63,206.07,2.99,,,,,
31-Jul-22,SWAS,Derriford Hospital,68,100.00%,58,85.29%,50,73.53%,40,58.82%,37,54.41%,317.5,303.85,280.97,"1,259.35",293.78,984.32,332.95,4.67,,,,,
01-Aug-22,SWAS,Derriford Hospital,61,100.00%,55,90.16%,50,81.97%,43,70.49%,39,63.93%,358.86,345.63,322.77,"1,122.95",367.46,843.52,373.59,5.88,,,,,
02-Aug-22,SWAS,Derriford Hospital,65,100.00%,54,83.08%,51,78.46%,47,72.31%,42,64.62%,417.68,404.59,380.42,"1,223.53",398.96,987.23,432.21,6.43,,,,,
03-Aug-22,SWAS,Derriford Hospital,58,100.00%,56,96.55%,47,81.03%,44,75.86%,39,67.24%,267.11,254.4,231.65,"1,130.22",291.03,604.63,281.33,4.61,,,,,
04-Aug-22,SWAS,Derriford Hospital,57,100.00%,47,82.46%,43,75.44%,34,59.65%,32,56.14%,251.7,240.58,221.32,768.97,278.1,673.88,264.2,4.42,,,,,
05-Aug-22,SWAS,Derriford Hospital,69,100.00%,53,76.81%,45,65.22%,27,39.13%,19,27.54%,76.23,64.16,47.3,511.28,79.71,209.73,91.67,1.1,,,,,
06-Aug-22,SWAS,Derriford Hospital,87,100.00%,67,77.01%,47,54.02%,27,31.03%,18,20.69%,62.51,48.49,30.38,544.35,56.18,121.17,81.46,0.72,,,,,
07-Aug-22,SWAS,Derriford Hospital,61,100.00%,52,85.25%,46,75.41%,36,59.02%,31,50.82%,199.01,186.87,166.54,746.78,209.7,594.48,213.19,3.26,,,,,
08-Aug-22,SWAS,Derriford Hospital,79,100.00%,71,89.87%,62,78.48%,52,65.82%,46,58.23%,364,347.34,319.33,"1,159.48",290.73,894,382.79,4.61,,,,,
09-Aug-22,SWAS,Derriford Hospital,64,100.00%,53,82.81%,44,68.75%,38,59.38%,34,53.13%,265.71,253.66,233.41,"1,209.82",262.27,701,279.76,4.15,,,,,
10-Aug-22,SWAS,Derriford Hospital,67,100.00%,59,88.06%,57,85.07%,48,71.64%,44,65.67%,229.75,215.27,189.08,607.1,219.77,490.25,245.41,3.43,,,,,
11-Aug-22,SWAS,Derriford Hospital,84,100.00%,69,82.14%,61,72.62%,55,65.48%,51,60.71%,253.56,237.61,208.55,628.57,194.93,455.78,272.9,3.02,,,,,
12-Aug-22,SWAS,Derriford Hospital,72,100.00%,64,88.89%,48,66.67%,38,52.78%,31,43.06%,189.82,175.82,154.21,782.87,172.3,495.07,206.76,2.64,,,,,
13-Aug-22,SWAS,Derriford Hospital,63,100.00%,51,80.95%,45,71.43%,37,58.73%,32,50.79%,158.86,146.7,126.45,"1,171.10",164.07,297.42,172.27,2.52,,,,,
14-Aug-22,SWAS,Derriford Hospital,55,100.00%,49,89.09%,43,78.18%,34,61.82%,32,58.18%,294.25,282.69,263.66,"1,065.65",335.31,878.55,307.37,5.35,,,,,
15-Aug-22,SWAS,Derriford Hospital,50,100.00%,42,84.00%,37,74.00%,32,64.00%,32,64.00%,242.98,233.05,215.79,"1,026.60",305.08,777.88,254.24,4.86,,,,,
16-Aug-22,SWAS,Derriford Hospital,58,100.00%,53,91.38%,52,89.66%,46,79.31%,43,74.14%,299.52,286.43,262.09,"1,054.63",324.3,663.02,313.49,5.16,,,,,
17-Aug-22,SWAS,Derriford Hospital,71,100.00%,64,90.14%,58,81.69%,48,67.61%,42,59.15%,209.3,193.95,167.73,653.7,191.01,390.9,226.03,2.95,,,,,
18-Aug-22,SWAS,Derriford Hospital,56,100.00%,45,80.36%,39,69.64%,36,64.29%,28,50.00%,209.28,198.94,180.4,"1,175.75",237.28,565.73,221.46,3.74,,,,,
19-Aug-22,SWAS,Derriford Hospital,61,100.00%,52,85.25%,46,75.41%,38,62.30%,31,50.82%,115.45,103.04,81.7,513.73,127.63,307.4,129.76,1.89,,,,,
20-Aug-22,SWAS,Derriford Hospital,72,100.00%,64,88.89%,54,75.00%,42,58.33%,40,55.56%,257.92,242.97,220.44,891.8,229.11,634.75,274.93,3.58,,,,,
21-Aug-22,SWAS,Derriford Hospital,59,100.00%,49,83.05%,42,71.19%,37,62.71%,33,55.93%,196.88,185.51,165.82,767.3,213.74,544.92,210.18,3.34,,,,,
