Month Year,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Count of Handovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h)
Jun-20,WMAS,Uni Hospital Cov & War,"3,376",83.44%,"2,210",65.46%,202,5.98%,5,0.15%,1,0.03%,256.18,24.03,1.43,127.1,18.32,26.85,"1,030.89",0.08
Jun-20,LAS,University College,"1,135",96.93%,487,42.91%,32,2.82%,1,0.09%,1,0.09%,42.91,3.79,0.14,68.43,14.88,21.26,281.56,0.04
Jun-20,WMAS,Walsall Manor,"2,515",94.05%,523,20.80%,23,0.91%,1,0.04%,0,0.00%,41.21,3.52,0.04,62.6,12.3,18.03,515.59,0.02
Jun-20,NWAS,Warrington,"1,146",65.71%,583,50.87%,83,7.24%,2,0.17%,1,0.09%,74.36,10.68,0.79,106.57,16.58,26.81,316.69,0.06
Jun-20,WMAS,Warwick,"1,509",91.62%,812,53.81%,43,2.85%,1,0.07%,0,0.00%,75.94,5.3,0.25,75.22,16.44,24,413.55,0.05
Jun-20,EEAST,Watford General Hospital,"2,183",92.42%,"1,355",62.07%,297,13.61%,52,2.38%,2,0.09%,246.51,75.17,12.97,117.88,20.31,34.57,738.88,0.11
Jun-20,NWAS,West Cumberland,291,40.03%,196,67.35%,32,11.00%,0,0.00%,0,0.00%,26.87,3.91,0,53.55,19.4,30.32,94.1,0.09
Jun-20,LAS,West Middlesex,"2,070",97.73%,947,45.75%,43,2.08%,0,0.00%,0,0.00%,91.11,3.99,0,56.88,15.26,23.48,526.61,0.04
Jun-20,EEAST,West Suffolk Hospital,"1,772",95.32%,"1,015",57.28%,145,8.18%,25,1.41%,7,0.40%,152.23,40.4,12.43,200.15,18.39,28.48,543.19,0.09
Jun-20,SWAS,Weston General Hospital,415,100.00%,130,31.33%,22,5.30%,3,0.72%,0,0.00%,19.57,5.02,0.79,84.72,13.84,24.18,95.72,0.05
Jun-20,SCAS,Wexham Park Hospital,"2,326",95.68%,934,40.15%,37,1.59%,2,0.09%,2,0.09%,74.75,5.76,2.09,131.95,14.62,20.81,566.84,0.03
Jun-20,LAS,Whipps Cross,"1,705",96.06%,"1,206",70.73%,218,12.79%,5,0.29%,5,0.29%,184.9,27.97,2.22,104,20.24,30.83,575.13,0.11
Jun-20,NWAS,Whiston,"2,243",84.10%,941,41.95%,99,4.41%,3,0.13%,0,0.00%,105.48,11.51,0.44,83.07,15.06,24.08,563.04,0.05
Jun-20,LAS,Whittington,"1,363",97.22%,718,52.68%,109,8.00%,3,0.22%,3,0.22%,91.38,13.05,0.78,85.98,17.15,27.22,389.57,0.07
Jun-20,SECAmb,William Harvey Hospital,"2,643",95.31%,"1,645",62.24%,105,3.97%,4,0.15%,0,0.00%,180.26,13.3,0.96,86.3,17.63,25.75,776.63,0.07
Jun-20,WMAS,Worcestershire Royal,"2,571",87.36%,"1,087",42.28%,146,5.68%,23,0.89%,4,0.16%,140.34,37.1,7.07,121.98,16.34,25.94,700.32,0.05
Jun-20,SECAmb,Worthing Hospital,"1,840",93.73%,989,53.75%,75,4.08%,6,0.33%,1,0.05%,94.93,12.56,1.73,110.13,16.61,24.09,509.47,0.05
Jun-20,NWAS,Wythenshawe,"1,568",81.67%,827,52.74%,131,8.35%,6,0.38%,1,0.06%,117.2,20.5,1.41,102.45,17.54,28.67,458.26,0.07
Jun-20,SWAS,Yeovil District Hospital,"1,344",100.00%,243,18.08%,37,2.75%,0,0.00%,0,0.00%,31.6,4.54,0,57.93,10.66,19.98,238.77,0.02
Jun-20,YAS,York District Hospital,"1,396",75.09%,265,18.98%,36,2.58%,1,0.07%,0,0.00%,34.9,6.54,0.07,64.48,9.11,19.4,212,0.03
Jul-20,EEAST,Addenbrookes Hospital,"2,748",95.78%,"1,504",54.73%,206,7.50%,6,0.22%,0,0.00%,197.91,28.35,1.38,89.65,17.49,28.06,801.17,0.07
Jul-20,NWAS,Aintree University,"2,035",73.65%,827,40.64%,102,5.01%,20,0.98%,6,0.29%,113.94,30.51,7.82,138.25,15.9,25.39,539.31,0.06
Jul-20,YAS,Airedale General Hospital,834,74.87%,182,21.82%,36,4.32%,1,0.12%,0,0.00%,25.38,4.61,0.03,61.97,9.91,20.57,137.8,0.03
Jul-20,WMAS,Alexandra,"1,786",97.01%,129,7.22%,2,0.11%,0,0.00%,0,0.00%,8.35,0.32,0,42.92,10.97,14.33,326.49,0
Jul-20,NWAS,Arrowe Park,"2,001",82.24%,714,35.68%,78,3.90%,8,0.40%,4,0.20%,84.76,14.88,3.9,133.05,14.54,23.16,484.83,0.04
Jul-20,LAS,Barnet,"1,530",98.39%,"1,118",73.07%,183,11.96%,6,0.39%,6,0.39%,166.25,19.19,0.82,82.33,20.59,30.64,525.09,0.11
Jul-20,EEAST,Barnet General Hospital,463,85.90%,365,78.83%,99,21.38%,2,0.43%,1,0.22%,69.13,12.75,1,108.65,22.93,35.16,176.92,0.15
Jul-20,YAS,Barnsley District General,"1,713",86.25%,902,52.66%,311,18.16%,61,3.56%,23,1.34%,249.89,116.48,41.18,227.85,20.62,43.5,588.8,0.15
Jul-20,EEAST,Basildon & Thurrock Hospital,"2,481",95.02%,"1,031",41.56%,73,2.94%,1,0.04%,0,0.00%,97.69,7.75,0.09,65.15,15.21,22.84,628.77,0.04
Jul-20,EMAS,Bassetlaw District General Hospital,851,100.00%,542,63.69%,112,13.16%,7,0.82%,1,0.12%,260.72,50.55,3.04,105.68,19.91,31.88,282.36,0.31
Jul-20,EEAST,Bedford Hospital South Wing,"1,439",95.05%,720,50.03%,34,2.36%,2,0.14%,0,0.00%,63.1,4.55,0.54,88.15,15.88,23.28,380.74,0.04
Jul-20,WMAS,Birmingham Childrens,755,82.97%,156,20.66%,5,0.66%,0,0.00%,0,0.00%,11.23,0.43,0,39.33,11.68,17.72,146.97,0.01
Jul-20,NWAS,Blackpool Victoria,"2,113",78.87%,"1,017",48.13%,95,4.50%,3,0.14%,0,0.00%,113.86,11.95,0.38,71.47,16.14,25.07,568.25,0.05
Jul-20,EMAS,Boston Pilgrim Hospital,"1,825",100.00%,"1,281",70.19%,118,6.47%,18,0.99%,3,0.16%,574.24,59.73,9.65,115.92,19.32,28.57,587.75,0.31
Jul-20,YAS,Bradford Royal Infirmary,"2,231",78.42%,811,36.35%,215,9.64%,8,0.36%,1,0.04%,149.29,35.32,2.73,134.72,14.51,28.9,539.56,0.07
Jul-20,SWAS,Bristol Royal Hosp For Children,453,100.00%,80,17.66%,15,3.31%,2,0.44%,1,0.22%,13.62,4.57,1.02,114.67,10.31,20.16,77.84,0.03
Jul-20,SWAS,Bristol Royal Infirmary,"2,573",100.00%,"1,217",47.30%,261,10.14%,26,1.01%,2,0.08%,210.82,53.3,5.36,96,16.74,31.06,717.91,0.08
Jul-20,EEAST,Broomfield Hospital,"2,476",95.38%,"1,668",67.37%,256,10.34%,8,0.32%,1,0.04%,232.62,37.38,2.44,111.9,19.61,29.85,809.42,0.09
Jul-20,WMAS,Burton,"1,072",94.12%,701,65.39%,31,2.89%,0,0.00%,0,0.00%,62.54,3.29,0,48.42,17.64,23.84,315.08,0.06
Jul-20,EMAS,Burton Queens Hospital,473,100.00%,311,65.75%,51,10.78%,4,0.85%,1,0.21%,135.64,21.14,2.26,113.57,19.89,30.37,156.79,0.29
Jul-20,YAS,Calderdale Royal Hospital,"1,011",67.94%,227,22.45%,41,4.06%,3,0.30%,0,0.00%,33.89,6.36,0.52,84.52,9.96,21.43,167.81,0.03
Jul-20,LAS,Charing Cross,"1,324",96.85%,638,48.19%,23,1.74%,0,0.00%,0,0.00%,54.53,1.18,0,45.97,15.35,23.39,338.72,0.04
Jul-20,LAS,Chelsea & Westminster,"1,403",96.10%,690,49.18%,16,1.14%,1,0.07%,1,0.07%,56.82,2.5,0.03,61.72,15.7,22.71,367.15,0.04
Jul-20,EMAS,Chesterfield Royal Hospital,"2,375",100.00%,"1,764",74.27%,439,18.48%,19,0.80%,2,0.08%,837.54,190.57,10.05,139.25,22.27,34.97,881.4,0.35
Jul-20,WMAS,City (Birmingham),"1,702",88.51%,393,23.09%,6,0.35%,0,0.00%,0,0.00%,26.63,0.25,0,36.37,12.24,18.15,347.35,0.02
Jul-20,EEAST,Colchester General Hospital,"2,993",97.30%,"2,033",67.93%,62,2.07%,1,0.03%,0,0.00%,180.3,7.02,0.01,60.32,17.86,24.6,890.74,0.06
Jul-20,SECAmb,Conquest Hospital,"1,659",88.72%,"1,192",71.85%,220,13.26%,12,0.72%,1,0.06%,182.24,32.12,1.87,93.33,20.54,31.76,567.84,0.11
Jul-20,NWAS,Countess Of Chester,817,60.52%,411,50.31%,62,7.59%,3,0.37%,0,0.00%,53.21,8.82,0.68,81.87,16.7,27.88,227.36,0.07
Jul-20,WMAS,County Hospital (Stafford),903,95.25%,233,25.80%,12,1.33%,2,0.22%,1,0.11%,18.37,3.68,1.19,116.05,13.33,18.22,200.67,0.02
Jul-20,LAS,Croydon University (Mayday),"2,436",96.90%,"1,705",69.99%,120,4.93%,1,0.04%,1,0.04%,191.03,12.94,0.12,67.42,18.85,26.59,765.46,0.08
Jul-20,NWAS,Cumberland Infirmary,401,26.12%,291,72.57%,80,19.95%,12,2.99%,7,1.75%,65.75,24.3,8.12,180.6,23.98,40.46,160.27,0.16
Jul-20,SECAmb,Darent Valley Hospital,"1,830",91.14%,"1,071",58.52%,150,8.20%,2,0.11%,0,0.00%,130.96,15.67,0.37,76.42,17.74,27.38,541.07,0.07
Jul-20,NEAS,Darlington Memorial A&E,"1,280",92.02%,372,29.06%,46,3.59%,5,0.39%,3,0.23%,49.47,23.73,6.56,118.67,13.74,47.03,293.13,0.04
Jul-20,SWAS,Derriford Hospital,"3,705",100.00%,949,25.61%,449,12.12%,131,3.54%,25,0.67%,334.1,172.85,40.79,145.17,13.75,34.98,849.34,0.09
Jul-20,YAS,Doncaster Royal Infirmary,"1,970",86.63%,741,37.61%,207,10.51%,27,1.37%,8,0.41%,156.68,56.63,13.17,197.52,15.31,29.9,502.7,0.08
Jul-20,SWAS,Dorset County Hospital,"1,628",100.00%,91,5.59%,8,0.49%,0,0.00%,0,0.00%,8.13,0.7,0,42.37,6.7,12.68,181.82,0
Jul-20,LAS,Ealing,"1,517",97.68%,455,29.99%,62,4.09%,1,0.07%,1,0.07%,54.79,10.83,0.03,62,13.7,21.98,346.29,0.04
Jul-20,SECAmb,East Surrey Hospital,"2,752",98.04%,"1,415",51.42%,69,2.51%,1,0.04%,0,0.00%,125.41,6.92,0.04,62.65,16.06,23.06,736.67,0.05
Jul-20,SECAmb,Eastbourne Dgh,"1,381",80.48%,"1,145",82.91%,316,22.88%,17,1.23%,2,0.14%,222.95,49.18,4.49,118.78,24,36.47,552.34,0.16
Jul-20,SECAmb,Epsom Hospital,893,95.71%,424,47.48%,25,2.80%,0,0.00%,0,0.00%,39.46,2.7,0,57.82,15.88,22.76,236.27,0.04
Jul-20,NWAS,Fairfield General,"1,196",65.86%,701,58.61%,139,11.62%,13,1.09%,0,0.00%,115.27,26.77,1.76,88.05,19.19,31.95,382.53,0.1
Jul-20,SCAS,Frimley Park Hospital,632,89.90%,340,53.80%,40,6.33%,2,0.32%,0,0.00%,41.99,4.83,0.23,69.52,17.42,25.63,183.45,0.07
Jul-20,SECAmb,Frimley Park Hospital,"1,870",94.02%,"1,157",61.87%,108,5.78%,1,0.05%,0,0.00%,135.26,12.13,0.14,68.67,18.12,26.59,564.87,0.07
Jul-20,NWAS,Furness General,533,71.45%,269,50.47%,45,8.44%,7,1.31%,1,0.19%,43.7,11.84,2.09,119.68,17.85,29.24,158.6,0.08
Jul-20,WMAS,George Elliot,"1,133",90.21%,697,61.52%,49,4.32%,0,0.00%,0,0.00%,69.67,3.28,0,42.37,17.62,25.15,332.79,0.06
Jul-20,EMAS,Glenfield General Hospital,"1,092",100.00%,720,65.93%,220,20.15%,19,1.74%,1,0.09%,337.75,98.44,8.95,124.95,22.16,36.93,403.38,0.31
Jul-20,SWAS,Gloucester Royal Hospital,"4,071",100.00%,"1,322",32.47%,168,4.13%,4,0.10%,0,0.00%,165.13,21.19,0.43,70.47,13,23.51,881.99,0.04
Jul-20,WMAS,Good Hope,"2,278",87.62%,"1,503",65.98%,308,13.52%,27,1.19%,2,0.09%,252.45,62.09,6.73,133.27,20.63,33.37,783.28,0.11
Jul-20,SWAS,Great Western Hospital,"2,543",100.00%,725,28.51%,161,6.33%,15,0.59%,4,0.16%,127.95,37.71,5.88,146.63,12.8,25.29,542.64,0.05
Jul-20,EMAS,Grimsby Diana Princess Of Wales,"1,915",100.00%,"1,145",59.79%,273,14.26%,24,1.25%,2,0.10%,593.32,126.25,9.53,97.22,19.81,33.3,632.28,0.31
Jul-20,YAS,Harrogate District Hospital,458,46.40%,100,21.83%,22,4.80%,2,0.44%,0,0.00%,16.43,4.46,0.51,86,11.06,20.52,84.43,0.04
Jul-20,WMAS,Heartlands,"4,067",94.36%,"1,685",41.43%,305,7.50%,95,2.34%,28,0.69%,313.61,124.32,37.28,158.75,17.19,30.44,"1,165.21",0.08
Jul-20,WMAS,Hereford County,"1,402",85.44%,860,61.34%,95,6.78%,3,0.21%,0,0.00%,102.21,12.04,0.15,64.47,18.13,26.87,423.75,0.07
Jul-20,LAS,Hillingdon,"1,311",97.04%,350,26.70%,25,1.91%,0,0.00%,0,0.00%,32.43,2.43,0,48.07,12.47,19.85,272.54,0.02
Jul-20,EEAST,Hinchingbrooke Hospital,"1,137",94.04%,745,65.52%,120,10.55%,18,1.58%,3,0.26%,114.31,28.05,5.15,134.27,19.48,32.56,369.22,0.1
Jul-20,LAS,Homerton,"1,260",93.89%,562,44.60%,30,2.38%,0,0.00%,0,0.00%,45.28,2.31,0,55,14.59,21.85,306.41,0.04
Jul-20,SCAS,Horton General Hospital,501,72.71%,115,22.95%,6,1.20%,0,0.00%,0,0.00%,10.25,1.74,0,57.95,12.68,17.02,105.9,0.02
Jul-20,YAS,Huddersfield Royal Infirmary,"1,354",77.68%,221,16.32%,21,1.55%,2,0.15%,0,0.00%,25.35,3.2,0.21,71.03,8.56,17.92,193.15,0.02
Jul-20,YAS,Hull Royal Infirmary,"3,177",90.85%,"1,136",35.76%,160,5.04%,1,0.03%,0,0.00%,144.86,19.38,0.19,71.15,14.19,24.55,751.38,0.05
Jul-20,EEAST,Ipswich Hospital,"2,343",92.14%,"1,318",56.25%,162,6.91%,10,0.43%,1,0.04%,164.55,26.6,2.72,100.77,17.42,27.1,680.25,0.07
Jul-20,NEAS,James Cook A&E,853,43.74%,588,68.93%,197,23.09%,51,5.98%,15,1.76%,156.83,119.14,57.3,163.62,24.62,63.16,350.03,0.18
Jul-20,EEAST,James Paget Hospital,"2,081",98.77%,692,33.25%,24,1.15%,3,0.14%,0,0.00%,54.96,4.48,0.59,80.58,13.88,20.75,481.54,0.03
Jul-20,SCAS,John Radcliffe Hospital,"2,431",69.88%,680,27.97%,44,1.81%,1,0.04%,0,0.00%,61.33,6.62,0.07,64.1,13.06,18.2,529.11,0.03
Jul-20,EMAS,Kettering General Hospital,"2,507",100.00%,"1,816",72.44%,314,12.52%,21,0.84%,10,0.40%,767.3,140.94,21.42,307.2,21,31.86,877.25,0.31
Jul-20,LAS,King Georges; Ilford,"1,226",96.69%,923,75.29%,121,9.87%,2,0.16%,2,0.16%,126.92,11.41,0.89,109.63,20.35,29.26,415.87,0.1
Jul-20,LAS,Kings College,"2,147",96.49%,"1,573",73.27%,163,7.59%,1,0.05%,1,0.05%,203.03,15.97,0.07,64,19.8,28.62,708.49,0.09
Jul-20,EMAS,Kings Mill Hospital,"3,019",100.00%,"1,388",45.98%,115,3.81%,5,0.17%,0,0.00%,602.09,45.97,1.19,74.13,15.87,23.98,798.74,0.2
Jul-20,LAS,Kingston,"1,738",97.64%,"1,030",59.26%,28,1.61%,0,0.00%,0,0.00%,90.81,2.27,0,51.88,16.87,23.72,488.62,0.05
Jul-20,YAS,Leeds General Infirmary,670,29.45%,151,22.54%,35,5.22%,1,0.15%,0,0.00%,25.11,5.03,0.26,75.77,8.91,21.95,99.45,0.04
Jul-20,EMAS,Leicester Royal Infirmary,"5,070",100.00%,"2,809",55.40%,346,6.82%,35,0.69%,8,0.16%,"1,432.29",179.56,19.5,121.13,17.57,27.53,"1,484.76",0.28
Jul-20,NWAS,Leighton,283,15.21%,139,49.12%,13,4.59%,0,0.00%,0,0.00%,15.7,1.65,0,53.78,15.95,25.7,75.22,0.06
Jul-20,LAS,Lewisham,"1,469",95.20%,856,58.27%,76,5.17%,2,0.14%,2,0.14%,96.99,7.32,0.52,86.53,17.45,25.92,427.27,0.07
Jul-20,EMAS,Lincoln County Hospital,"2,837",100.00%,"2,001",70.53%,369,13.01%,63,2.22%,25,0.88%,"1,058.62",224.58,46.51,200.52,21.52,34.15,"1,017.32",0.37
Jul-20,EEAST,Lister Hospital,"2,248",85.64%,"1,511",67.22%,273,12.14%,13,0.58%,4,0.18%,225.24,39.46,6.87,179.23,19.68,31.55,737.5,0.1
Jul-20,EEAST,Luton And Dunstable Hospital,"2,031",76.32%,"1,027",50.57%,208,10.24%,12,0.59%,1,0.05%,157.79,31.76,2.3,113.67,17.79,29.76,602.03,0.08
Jul-20,NWAS,Macclesfield General,595,58.39%,422,70.92%,73,12.27%,4,0.67%,0,0.00%,62,9.75,0.62,88.57,20.22,32.33,200.48,0.1
Jul-20,SECAmb,Maidstone Hospital,"1,529",94.91%,516,33.75%,53,3.47%,2,0.13%,0,0.00%,56.61,7.68,0.13,66.53,14.01,22.19,357.08,0.04
Jul-20,NWAS,Manchester Royal Infirmary,"1,859",82.62%,746,40.13%,42,2.26%,4,0.22%,2,0.11%,70.63,9.71,3.02,174.03,14.85,21.75,460.14,0.04
Jul-20,SECAmb,Medway Maritime Hospital,"3,197",95.35%,769,24.05%,139,4.35%,20,0.63%,3,0.09%,116.07,33.29,6,144.3,13.17,21.75,701.61,0.04
Jul-20,SCAS,Milton Keynes General Hospital,"1,632",87.41%,724,44.36%,64,3.92%,0,0.00%,0,0.00%,74.46,8.13,0,54.5,15.68,22.57,426.5,0.05
Jul-20,SWAS,Musgrove Park Hospital,"2,497",100.00%,409,16.38%,55,2.20%,4,0.16%,0,0.00%,49.58,9.18,0.7,75,10.26,18.01,426.98,0.02
Jul-20,WMAS,New Cross,"3,764",92.03%,645,17.14%,41,1.09%,13,0.35%,5,0.13%,59.36,17.56,6.21,124.85,11.97,17.69,750.66,0.02
Jul-20,WMAS,New Queen Elizabeth Hosp,"3,669",84.13%,"2,254",61.43%,200,5.45%,33,0.90%,8,0.22%,277.6,49.93,12.24,120.23,18.34,26.86,"1,121.49",0.08
Jul-20,LAS,Newham,"1,785",94.75%,"1,393",78.04%,210,11.76%,2,0.11%,2,0.11%,183.88,16.09,0.43,77.28,20.25,29.34,602.47,0.1
Jul-20,EEAST,Norfolk & Norwich University Hospital,"4,612",97.82%,"2,107",45.69%,423,9.17%,32,0.69%,8,0.17%,364.01,105.56,10.96,118.5,17.53,30.9,"1,347.14",0.08
Jul-20,SWAS,North Devon District Hospital,"1,527",100.00%,210,13.75%,18,1.18%,1,0.07%,0,0.00%,23.43,2.83,0.05,63.1,9,17.29,228.96,0.02
Jul-20,SCAS,North Hants Hospital,"1,532",84.41%,754,49.22%,187,12.21%,36,2.35%,12,0.78%,154.72,59.78,17.96,214.27,19,29.94,485.06,0.1
Jul-20,NWAS,North Manchester General,"1,061",60.63%,584,55.04%,71,6.69%,1,0.09%,0,0.00%,69.67,7.27,0.16,69.38,17.02,27.55,300.97,0.07
Jul-20,LAS,North Middlesex,"2,842",97.23%,"2,025",71.25%,483,17.00%,3,0.11%,3,0.11%,343.44,56.22,0.17,68.75,21.09,32.83,998.97,0.12
Jul-20,NEAS,North Tees Hospital A&E,826,45.14%,307,37.17%,49,5.93%,3,0.36%,0,0.00%,42.09,20.11,2.29,60.9,14.58,45.77,200.69,0.05
Jul-20,EMAS,Northampton General Hospital,"2,838",100.00%,"1,222",43.06%,124,4.37%,2,0.07%,1,0.04%,558.77,56.11,1.14,122.83,15.39,23.7,728,0.2
Jul-20,YAS,Northern General Hospital,"3,162",87.61%,"1,236",39.09%,174,5.50%,0,0.00%,0,0.00%,165.04,21.49,0,59.25,14.55,25.29,767.02,0.05
Jul-20,LAS,Northwick Park,"3,352",98.01%,912,27.21%,90,2.68%,15,0.45%,15,0.45%,101.5,27.08,7.79,143.48,13.17,20.95,735.62,0.03
Jul-20,EMAS,Nottingham City Hospital Campus,570,100.00%,335,58.77%,99,17.37%,15,2.63%,3,0.53%,158.75,50.19,10.07,151.58,20.85,34.94,198.06,0.28
Jul-20,NEAS,Nsec A&E,"3,261",90.41%,"1,635",50.14%,195,5.98%,8,0.25%,0,0.00%,193.78,76.75,7.22,81.98,16.56,50.05,899.99,0.06
Jul-20,EEAST,Peterborough City Hospital,"2,121",95.63%,"1,083",51.06%,206,9.71%,48,2.26%,20,0.94%,198.92,71.72,23.27,147.58,18.85,31.92,666.26,0.09
Jul-20,EMAS,Peterborough City Hospital,975,100.00%,523,53.64%,122,12.51%,16,1.64%,5,0.51%,267.65,60.61,10.19,110,19.12,32.37,310.75,0.27
Jul-20,YAS,Pinderfields General Hospital,"2,775",81.71%,465,16.76%,78,2.81%,7,0.25%,1,0.04%,68.91,14.45,2.09,98.78,8.6,18.94,397.97,0.02
Jul-20,SWAS,Poole Hospital,"2,136",100.00%,781,36.56%,207,9.69%,42,1.97%,17,0.80%,177.57,71.4,20.14,153.8,16.08,30.9,572.28,0.08
Jul-20,EEAST,Princess Alexandra Hospital,"1,716",92.46%,"1,026",59.79%,214,12.47%,8,0.47%,0,0.00%,166.05,31.72,1.04,77.6,19.03,32,544.21,0.1
Jul-20,WMAS,Princess Royal,"1,469",82.44%,468,31.86%,36,2.45%,4,0.27%,0,0.00%,49.09,8.25,0.9,84.03,14.03,21.57,343.39,0.03
Jul-20,SECAmb,Princess Royal Hospital,623,85.34%,321,51.52%,47,7.54%,0,0.00%,0,0.00%,42.71,5.88,0,58.55,16.87,27.07,175.15,0.07
Jul-20,LAS,Princess Royal; Farnborough,"1,977",95.51%,871,44.06%,88,4.45%,5,0.25%,5,0.25%,93.46,12.97,1.04,89.65,15.39,23.98,507.22,0.05
Jul-20,SCAS,Queen Alexandra Hospital,"4,287",94.30%,"1,132",26.41%,95,2.22%,10,0.23%,2,0.05%,109.47,19.77,2.3,97.17,13.33,19.31,952.35,0.03
Jul-20,NEAS,Queen Elizabeth Emrg Hub,"1,813",96.80%,468,25.81%,7,0.39%,0,0.00%,0,0.00%,22.64,2.1,0,41.8,12.42,45.3,375.23,0.01
Jul-20,EEAST,Queen Elizabeth Hospital,"1,907",94.92%,959,50.29%,235,12.32%,76,3.99%,38,1.99%,244.57,120.92,51.84,208.18,20.59,41.05,654.37,0.13
Jul-20,LAS,Queen Elizabeth Ii; Woolwich,"2,546",97.85%,624,24.51%,45,1.77%,0,0.00%,0,0.00%,53.53,4.75,0,58.68,12.54,19.01,532.1,0.02
Jul-20,SECAmb,Queen Elizabeth Queen Mother Hospital,"2,578",98.55%,"1,012",39.26%,16,0.62%,0,0.00%,0,0.00%,70.82,0.9,0,45.75,14.19,20.61,609.89,0.03
Jul-20,EEAST,Queens Hospital,242,53.90%,235,97.11%,169,69.83%,9,3.72%,1,0.41%,81.57,28.68,1.58,97.15,35.01,51.38,141.23,0.34
Jul-20,EMAS,Queens Medical Centre Campus Hospital,"5,402",100.00%,"1,554",28.77%,195,3.61%,15,0.28%,5,0.09%,680.7,91.51,12.54,359.17,13.71,21.88,"1,234.09",0.13
Jul-20,LAS,Queens; Romford - A&E,"3,166",96.41%,"2,784",87.93%,972,30.70%,9,0.28%,9,0.28%,600.3,119.76,5.92,206.25,25.93,37.59,"1,368.21",0.19
Jul-20,YAS,Rotherham District General Hos,"1,920",91.95%,605,31.51%,67,3.49%,0,0.00%,0,0.00%,67.09,7.67,0,58.82,13.02,22.18,416.79,0.03
Jul-20,NWAS,Royal Albert Edward Infirmary,"1,618",76.79%,913,56.43%,215,13.29%,16,0.99%,3,0.19%,162.69,39.65,3.76,98.5,19.09,33.08,514.67,0.1
Jul-20,SCAS,Royal Berkshire Hospital,"2,442",81.70%,912,37.35%,68,2.78%,2,0.08%,0,0.00%,89.64,8.08,0.31,71.1,14.55,20.86,592.35,0.04
Jul-20,NWAS,Royal Blackburn,"3,043",88.38%,"1,850",60.80%,276,9.07%,6,0.20%,2,0.07%,254.25,33.76,2.13,124.73,18.47,29.59,936.98,0.08
Jul-20,NWAS,Royal Bolton,"2,013",84.65%,890,44.21%,168,8.35%,23,1.14%,3,0.15%,137.83,36.36,6.97,216.93,16.55,28.88,555.37,0.07
Jul-20,SWAS,Royal Bournemouth Hospital,"2,026",100.00%,764,37.71%,183,9.03%,24,1.18%,0,0.00%,142.05,42.27,4.05,87.03,15.26,28.67,515.42,0.07
Jul-20,EMAS,Royal Derby Hospital,"4,071",100.00%,"2,907",71.41%,556,13.66%,16,0.39%,3,0.07%,"1,365.81",229.24,9.24,177.08,20.67,32.3,"1,402.52",0.34
Jul-20,SWAS,Royal Devon And Exeter Wonford,"2,947",100.00%,432,14.66%,30,1.02%,1,0.03%,0,0.00%,40.82,4.19,0.12,67.18,9.51,17.22,467.1,0.01
Jul-20,LAS,Royal Free,"1,756",95.43%,"1,176",66.97%,146,8.31%,2,0.11%,2,0.11%,144.22,13.49,0.3,71.55,18.67,27.71,546.42,0.08
Jul-20,SCAS,Royal Hampshire County Hospital,"1,028",79.08%,466,45.33%,34,3.31%,2,0.19%,1,0.10%,49.04,5.61,0.91,106.17,15.76,21.67,270.02,0.05
Jul-20,NWAS,Royal Lancaster Infirmary,"1,239",83.94%,603,48.67%,57,4.60%,4,0.32%,0,0.00%,70.57,8.85,0.48,69.95,16.28,25.92,336.17,0.06
Jul-20,NWAS,Royal Liverpool University,"1,749",67.76%,493,28.19%,27,1.54%,1,0.06%,0,0.00%,49.53,3.42,0.3,78.27,12.65,21.04,368.86,0.03
Jul-20,LAS,Royal London (Whitechapel),"1,803",93.52%,"1,176",65.22%,107,5.93%,2,0.11%,2,0.11%,140.66,10.92,0.14,64.57,18.22,27.44,547.62,0.08
Jul-20,NWAS,Royal Oldham,"1,443",65.92%,"1,102",76.37%,250,17.33%,9,0.62%,0,0.00%,191.74,34.65,0.99,74.77,22.22,34.5,534.42,0.13
Jul-20,NWAS,Royal Preston,"2,314",88.12%,954,41.23%,76,3.28%,4,0.17%,1,0.04%,100.08,9.68,1.28,102.43,15.14,23.52,583.98,0.04
Jul-20,WMAS,Royal Shrewsbury,"1,578",88.60%,746,47.28%,185,11.72%,56,3.55%,19,1.20%,169.74,76.14,26.5,162.58,19.53,35.26,513.54,0.11
Jul-20,WMAS,Royal Stoke Univ Hosp,"3,933",78.41%,"2,176",55.33%,368,9.36%,68,1.73%,25,0.64%,360.62,115.89,37.93,171.18,18.99,31.19,"1,244.65",0.09
Jul-20,SECAmb,Royal Surrey County Hospital,"1,252",94.78%,496,39.62%,93,7.43%,2,0.16%,0,0.00%,70.74,14.48,0.28,76.05,15.49,26.24,323.2,0.06
